# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
1.287830989,0.0053,0.4918,0.7912,0.932
1.296935468,0.0068,0.4894,0.7976,0.936
1.307377812,0.0156,0.4943,0.7937,0.935
1.312899948,0.0146,0.4933,0.7941,0.935
1.316872552,0.0297,0.4874,0.7810,0.921
1.321845989,0.0268,0.4879,0.7800,0.920
1.327034323,0.0239,0.4835,0.7751,0.914
1.332022135,0.0214,0.4879,0.7707,0.912
1.334521302,0.0219,0.4830,0.7732,0.912
1.339145,0.0180,0.4869,0.7712,0.912
1.34332625,0.0195,0.4879,0.7707,0.912
1.346570521,0.0195,0.4928,0.7736,0.917
1.351272448,0.0204,0.4923,0.7746,0.918
1.353870833,0.0209,0.4889,0.7805,0.921
1.356378229,0.0248,0.4938,0.7766,0.921
1.36033,0.0253,0.4918,0.7775,0.920
1.364053906,0.0297,0.4952,0.7732,0.919
1.368602916,0.0375,0.4889,0.7663,0.910
1.371160625,0.0375,0.4869,0.7683,0.910
1.374259479,0.0390,0.4816,0.7683,0.908
1.377017291,0.0429,0.4781,0.7663,0.904
1.384134791,0.0434,0.4772,0.7629,0.901
1.388328437,0.0517,0.4664,0.7561,0.890
1.395294635,0.0552,0.4664,0.7580,0.892
1.401145,0.0620,0.4610,0.7463,0.879
1.405626927,0.0679,0.4483,0.7365,0.865
1.408235104,0.0664,0.4440,0.7331,0.860
1.412859635,0.0742,0.4361,0.7214,0.846
1.415382708,0.0703,0.4376,0.7214,0.847
1.420729687,0.0708,0.4288,0.7175,0.839
1.425966198,0.0703,0.4249,0.7082,0.829
1.430768229,0.0601,0.4195,0.7038,0.822
1.43404625,0.0581,0.4161,0.6999,0.816
1.438131406,0.0507,0.4195,0.6965,0.815
1.443095156,0.0473,0.4209,0.6871,0.807
1.446277864,0.0439,0.4239,0.6862,0.808
1.450551354,0.0390,0.4278,0.6715,0.797
1.453270521,0.0361,0.4293,0.6622,0.790
1.460137187,0.0356,0.4298,0.6500,0.780
1.465940573,0.0336,0.4371,0.6417,0.777
1.469708021,0.0253,0.4464,0.6134,0.759
1.472276406,0.0224,0.4483,0.6056,0.754
1.474907187,0.0244,0.4532,0.5978,0.751
1.480666979,0.0121,0.4674,0.5856,0.749
1.484819218,0.0136,0.4684,0.5753,0.742
1.487325104,0.0121,0.4728,0.5753,0.745
1.49010177,0.0141,0.4864,0.5645,0.745
1.496316302,0.0102,0.4923,0.5543,0.741
1.500973854,0.0082,0.5211,0.5367,0.748
1.504585937,0.0038,0.5500,0.5210,0.758
1.510617864,0.0038,0.5593,0.5206,0.764
1.514423698,0.0058,0.5773,0.5137,0.773
1.519188541,0.0068,0.5983,0.5167,0.791
1.521834687,0.0078,0.6027,0.5186,0.795
1.524854843,0.0131,0.6105,0.5284,0.808
1.529350885,0.0214,0.6183,0.5357,0.818
1.534006093,0.0292,0.6315,0.5533,0.840
1.538983541,0.0351,0.6389,0.5772,0.862
1.542019427,0.0400,0.6453,0.5909,0.876
1.544897135,0.0439,0.6526,0.5988,0.887
1.549180208,0.0512,0.6653,0.6300,0.918
1.553753698,0.0689,0.6897,0.6569,0.955
1.557919687,0.0772,0.6956,0.6754,0.973
1.562017656,0.0938,0.7156,0.6984,1.004
1.565961041,0.1123,0.7337,0.7316,1.042
1.568609479,0.1221,0.7400,0.7409,1.054
1.574687656,0.1485,0.7611,0.7541,1.082
1.578376458,0.1749,0.7733,0.7819,1.114
1.583734062,0.2105,0.7869,0.8069,1.147
1.589242448,0.2462,0.8006,0.8128,1.167
1.601379323,0.2628,0.8079,0.8250,1.184
